,Profit Ratio,ONE,Category,City,Country,Customer Name,Discount,Number of Records,Order Date,Order ID,Postal Code,Manufacturer,Product Name,Profit,Quantity,Region,Sales,Segment,Ship Date,Ship Mode,State,Sub-Category
115,31%,1,Office Supplies,Columbus,United States,Ryan Crowe,20%,1,8/25/2015,CA-2015-115259,43229.0,Xerox,Xerox 1921,7,3,East,24,Consumer,8/27/2015,Second Class,Ohio,Paper
116,34%,1,Office Supplies,Columbus,United States,Ryan Crowe,20%,1,8/25/2015,CA-2015-115259,43229.0,Tyvek,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",44,6,East,130,Consumer,8/27/2015,Second Class,Ohio,Envelopes
117,21%,1,Furniture,Seattle,United States,Dave Kipp,0%,1,3/2/2016,CA-2016-110457,98103.0,Hon,Hon Racetrack Conference Tables,165,3,West,788,Consumer,3/6/2016,Standard Class,Washington,Tables
118,-73%,1,Office Supplies,Bristol,United States,Greg Guthrie,70%,1,4/5/2016,US-2016-136476,37620.0,GBC,GBC DocuBind 300 Electric Binding Machine,-116,1,South,158,Corporate,4/10/2016,Standard Class,Tennessee,Binders
119,39%,1,Furniture,Wilmington,United States,Steven Cartwright,0%,1,6/12/2017,CA-2017-103730,19805.0,Other,Artistic Insta-Plaque,18,3,East,47,Consumer,6/15/2017,First Class,Delaware,Furnishings
120,45%,1,Office Supplies,Wilmington,United States,Steven Cartwright,0%,1,6/12/2017,CA-2017-103730,19805.0,DXL,DXL Angle-View Binders with Locking Rings by Samsill,14,4,East,31,Consumer,6/15/2017,First Class,Delaware,Binders
121,28%,1,Office Supplies,Wilmington,United States,Steven Cartwright,0%,1,6/12/2017,CA-2017-103730,19805.0,Other,"Companion Letter/Legal File, Black",63,6,East,227,Consumer,6/15/2017,First Class,Delaware,Storage
122,45%,1,Office Supplies,Wilmington,United States,Steven Cartwright,0%,1,6/12/2017,CA-2017-103730,19805.0,Global,Globe Weis Peel & Seel First Class Envelopes,52,9,East,115,Consumer,6/15/2017,First Class,Delaware,Envelopes
123,29%,1,Technology,Wilmington,United States,Steven Cartwright,0%,1,6/12/2017,CA-2017-103730,19805.0,Other,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,20,7,East,68,Consumer,6/15/2017,First Class,Delaware,Phones
124,-1%,1,Furniture,Houston,United States,Alan Dominguez,30%,1,12/26/2015,US-2015-152030,77041.0,Global,Global Deluxe High-Back Manager's Chair,-9,3,Central,601,Home Office,12/28/2015,Second Class,Texas,Chairs
125,-66%,1,Furniture,Bloomington,United States,Philip Fox,50%,1,9/20/2015,US-2015-134614,61701.0,Bevis,Bevis 44 x 96 Conference Tables,-408,6,Central,618,Consumer,9/25/2015,Standard Class,Illinois,Tables
126,-77%,1,Office Supplies,Phoenix,United States,Troy Staebel,70%,1,11/5/2018,US-2018-107272,85023.0,Avery,"Avery Durable Slant Ring Binders, No Labels",-2,2,West,2,Consumer,11/12/2018,Standard Class,Arizona,Binders
127,13%,1,Office Supplies,Phoenix,United States,Troy Staebel,20%,1,11/5/2018,US-2018-107272,85023.0,Other,"Trav-L-File Heavy-Duty Shuttle II, Black",30,7,West,244,Consumer,11/12/2018,Standard Class,Arizona,Storage
128,-11%,1,Furniture,Los Angeles,United States,Lindsay Shagiari,20%,1,11/6/2017,US-2017-125969,90004.0,Global,"Global Task Chair, Black",-9,2,West,81,Home Office,11/10/2017,Second Class,California,Chairs
129,11%,1,Furniture,Los Angeles,United States,Lindsay Shagiari,0%,1,11/6/2017,US-2017-125969,90004.0,Eldon,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,26,3,West,239,Home Office,11/10/2017,Second Class,California,Furnishings
130,-20%,1,Technology,Columbus,United States,Dorothy Wardle,40%,1,2/2/2018,US-2018-164147,43229.0,Anker,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,-12,5,East,60,Corporate,2/5/2018,First Class,Ohio,Phones
131,38%,1,Office Supplies,Columbus,United States,Dorothy Wardle,20%,1,2/2/2018,US-2018-164147,43229.0,Xerox,Xerox 1916,29,2,East,78,Corporate,2/5/2018,First Class,Ohio,Paper
132,33%,1,Office Supplies,Columbus,United States,Dorothy Wardle,20%,1,2/2/2018,US-2018-164147,43229.0,Other,Staples,7,9,East,21,Corporate,2/5/2018,First Class,Ohio,Fasteners
133,48%,1,Office Supplies,Roseville,United States,Lena Creighton,0%,1,10/13/2017,CA-2017-145583,95661.0,Xerox,Xerox 195,10,3,West,20,Consumer,10/19/2017,Standard Class,California,Paper
134,47%,1,Office Supplies,Roseville,United States,Lena Creighton,0%,1,10/13/2017,CA-2017-145583,95661.0,Xerox,Xerox 1880,17,1,West,35,Consumer,10/19/2017,Standard Class,California,Paper
135,30%,1,Office Supplies,Roseville,United States,Lena Creighton,0%,1,10/13/2017,CA-2017-145583,95661.0,Sanford,"Sanford Colorific Colored Pencils, 12/Box",3,4,West,12,Consumer,10/19/2017,Standard Class,California,Art
136,49%,1,Office Supplies,Roseville,United States,Lena Creighton,0%,1,10/13/2017,CA-2017-145583,95661.0,Other,Ideal Clamps,2,2,West,4,Consumer,10/19/2017,Standard Class,California,Fasteners
137,35%,1,Office Supplies,Roseville,United States,Lena Creighton,20%,1,10/13/2017,CA-2017-145583,95661.0,GBC,GBC Wire Binding Strips,27,3,West,76,Consumer,10/19/2017,Standard Class,California,Binders
138,28%,1,Office Supplies,Roseville,United States,Lena Creighton,0%,1,10/13/2017,CA-2017-145583,95661.0,Fiskars,Fiskars Softgrip Scissors,18,6,West,66,Consumer,10/19/2017,Standard Class,California,Supplies
139,48%,1,Furniture,Roseville,United States,Lena Creighton,0%,1,10/13/2017,CA-2017-145583,95661.0,Other,Longer-Life Soft White Bulbs,21,14,West,43,Consumer,10/19/2017,Standard Class,California,Furnishings
140,13%,1,Furniture,Philadelphia,United States,Jonathan Doherty,20%,1,9/5/2017,CA-2017-110366,19140.0,Howard Miller,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",10,2,East,83,Corporate,9/7/2017,Second Class,Pennsylvania,Furnishings
141,27%,1,Office Supplies,San Francisco,United States,Sally Hughsby,0%,1,9/18/2018,CA-2018-106180,94122.0,Newell,Newell 343,2,3,West,9,Corporate,9/23/2018,Standard Class,California,Art
142,47%,1,Office Supplies,San Francisco,United States,Sally Hughsby,0%,1,9/18/2018,CA-2018-106180,94122.0,Other,Convenience Packs of Business Envelopes,5,3,West,11,Corporate,9/23/2018,Standard Class,California,Envelopes
143,48%,1,Office Supplies,San Francisco,United States,Sally Hughsby,0%,1,9/18/2018,CA-2018-106180,94122.0,Xerox,Xerox 1911,69,3,West,144,Corporate,9/23/2018,Standard Class,California,Paper
144,26%,1,Office Supplies,Independence,United States,Sandra Glassco,0%,1,12/22/2018,CA-2018-155376,64055.0,Sanyo,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,218,3,Central,839,Consumer,12/27/2018,Standard Class,Missouri,Appliances
145,3%,1,Office Supplies,Pasadena,United States,Helen Andreada,0%,1,9/7/2016,CA-2016-110744,91104.0,SAFCO,Safco Industrial Wire Shelving,20,7,West,672,Consumer,9/12/2016,Standard Class,California,Storage
146,14%,1,Furniture,Newark,United States,Maureen Gastineau,20%,1,10/22/2015,CA-2015-110072,43055.0,Seth Thomas,"Seth Thomas 14"" Putty-Colored Wall Clock",13,4,East,94,Home Office,10/28/2015,Standard Class,Ohio,Furnishings
147,27%,1,Technology,Franklin,United States,Justin Ellison,0%,1,12/5/2017,CA-2017-114489,53132.0,Plantronics,Plantronics Cordless Phone Headset with In-line Volume - M214C,104,11,Central,384,Corporate,12/9/2017,Standard Class,Wisconsin,Phones
148,4%,1,Technology,Franklin,United States,Justin Ellison,0%,1,12/5/2017,CA-2017-114489,53132.0,Anker,Anker Astro 15000mAh USB Portable Charger,6,3,Central,150,Corporate,12/9/2017,Standard Class,Wisconsin,Phones
149,30%,1,Furniture,Franklin,United States,Justin Ellison,0%,1,12/5/2017,CA-2017-114489,53132.0,Hon,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",586,8,Central,"1,952",Corporate,12/9/2017,Standard Class,Wisconsin,Chairs
150,47%,1,Office Supplies,Franklin,United States,Justin Ellison,0%,1,12/5/2017,CA-2017-114489,53132.0,GBC,GBC Prestige Therm-A-Bind Covers,81,5,Central,172,Corporate,12/9/2017,Standard Class,Wisconsin,Binders
151,11%,1,Office Supplies,Scottsdale,United States,Tamara Willingham,20%,1,3/13/2017,CA-2017-158834,85254.0,Belkin,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,18,5,West,158,Home Office,3/16/2017,First Class,Arizona,Appliances
152,8%,1,Technology,Scottsdale,United States,Tamara Willingham,20%,1,3/13/2017,CA-2017-158834,85254.0,Jabra,Jabra BIZ 2300 Duo QD Duo Corded Headset,15,2,West,203,Home Office,3/16/2017,First Class,Arizona,Phones
153,45%,1,Office Supplies,San Jose,United States,Stephanie Phelps,0%,1,5/31/2016,CA-2016-124919,95123.0,Southworth,Southworth 25% Cotton Antique Laid Paper & Envelopes,26,7,West,58,Corporate,6/2/2016,First Class,California,Paper
154,46%,1,Office Supplies,San Jose,United States,Stephanie Phelps,0%,1,5/31/2016,CA-2016-124919,95123.0,Xerox,Xerox 1883,49,4,West,106,Corporate,6/2/2016,First Class,California,Paper
155,26%,1,Office Supplies,San Jose,United States,Stephanie Phelps,0%,1,5/31/2016,CA-2016-124919,95123.0,Tenex,"Tenex Personal Project File with Scoop Front Design, Black",21,6,West,81,Corporate,6/2/2016,First Class,California,Storage
156,27%,1,Office Supplies,Seattle,United States,Neil Knudson,0%,1,5/28/2016,CA-2016-118948,98105.0,Newell,Newell 311,2,3,West,7,Home Office,6/3/2016,Standard Class,Washington,Art
157,11%,1,Furniture,Seattle,United States,Dave Brooks,20%,1,3/1/2015,CA-2015-104269,98115.0,Global,Global Deluxe High-Back Manager's Chair,51,2,West,458,Consumer,3/6/2015,Second Class,Washington,Chairs
158,47%,1,Office Supplies,Edmond,United States,Nora Paige,0%,1,11/20/2017,CA-2017-114104,73034.0,Avery,Avery 519,7,2,Central,15,Consumer,11/24/2017,Standard Class,Oklahoma,Labels
159,25%,1,Technology,Edmond,United States,Nora Paige,0%,1,11/20/2017,CA-2017-114104,73034.0,Avaya,Avaya 5420 Digital phone,236,7,Central,945,Consumer,11/24/2017,Standard Class,Oklahoma,Phones
160,45%,1,Office Supplies,Los Angeles,United States,Ted Trevino,0%,1,5/11/2017,CA-2017-162733,90045.0,Xerox,Xerox 1920,3,1,West,6,Consumer,5/12/2017,First Class,California,Paper
161,2%,1,Technology,Philadelphia,United States,Eric Murdock,20%,1,12/28/2016,CA-2016-119697,19134.0,Other,Lenovo 17-Key USB Numeric Keypad,1,2,East,54,Consumer,12/31/2016,Second Class,Pennsylvania,Accessories
162,47%,1,Office Supplies,Carlsbad,United States,Ruben Dartt,0%,1,11/16/2017,CA-2017-154508,88220.0,Staple envelope,Staple envelope,13,5,West,28,Consumer,11/20/2017,Standard Class,New Mexico,Envelopes
163,35%,1,Office Supplies,Seattle,United States,Max Jones,20%,1,11/7/2017,CA-2017-113817,98115.0,Wilson Jones,Wilson Jones International Size A4 Ring Binders,10,2,West,28,Consumer,11/11/2017,Standard Class,Washington,Binders
164,28%,1,Office Supplies,San Antonio,United States,Becky Martin,20%,1,9/8/2015,CA-2015-139892,78207.0,BIC,BIC Brite Liner Highlighters,3,3,Central,10,Consumer,9/12/2015,Standard Class,Texas,Art
165,-17%,1,Technology,San Antonio,United States,Becky Martin,40%,1,9/8/2015,CA-2015-139892,78207.0,Other,Lexmark MX611dhe Monochrome Laser Printer,"-1,360",8,Central,"8,160",Consumer,9/12/2015,Standard Class,Texas,Machines
166,-21%,1,Office Supplies,San Antonio,United States,Becky Martin,20%,1,9/8/2015,CA-2015-139892,78207.0,Space Solutions,Space Solutions HD Industrial Steel Shelving.,-59,3,Central,276,Consumer,9/12/2015,Standard Class,Texas,Storage
167,-1%,1,Furniture,San Antonio,United States,Becky Martin,30%,1,9/8/2015,CA-2015-139892,78207.0,SAFCO,SAFCO Arco Folding Chair,-25,9,Central,"1,740",Consumer,9/12/2015,Standard Class,Texas,Chairs
168,21%,1,Office Supplies,San Antonio,United States,Becky Martin,20%,1,9/8/2015,CA-2015-139892,78207.0,Sanford,Sanford Liquid Accent Highlighters,7,6,Central,32,Consumer,9/12/2015,Standard Class,Texas,Art
169,-255%,1,Office Supplies,San Antonio,United States,Becky Martin,80%,1,9/8/2015,CA-2015-139892,78207.0,Kensington,Kensington 7 Outlet MasterPiece Power Center,-454,5,Central,178,Consumer,9/12/2015,Standard Class,Texas,Appliances
170,6%,1,Technology,San Antonio,United States,Becky Martin,20%,1,9/8/2015,CA-2015-139892,78207.0,Other,JBL Micro Wireless Portable Bluetooth Speaker,9,3,Central,144,Consumer,9/12/2015,Standard Class,Texas,Phones
171,47%,1,Office Supplies,Los Angeles,United States,Chad Sievert,0%,1,8/5/2015,CA-2015-118962,90004.0,Adams,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",10,3,West,21,Consumer,8/9/2015,Standard Class,California,Paper
172,48%,1,Office Supplies,Los Angeles,United States,Chad Sievert,0%,1,8/5/2015,CA-2015-118962,90004.0,Xerox,Xerox 1913,53,2,West,111,Consumer,8/9/2015,Standard Class,California,Paper
173,6%,1,Furniture,Los Angeles,United States,Chad Sievert,20%,1,8/5/2015,CA-2015-118962,90004.0,Global,"Global Value Steno Chair, Gray",21,7,West,340,Consumer,8/9/2015,Standard Class,California,Chairs
174,-250%,1,Office Supplies,Chicago,United States,Jennifer Braxton,80%,1,9/14/2015,US-2015-100853,60623.0,Kensington,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,-131,2,Central,52,Corporate,9/19/2015,Standard Class,Illinois,Appliances
175,33%,1,Office Supplies,Chicago,United States,Jennifer Braxton,20%,1,9/14/2015,US-2015-100853,60623.0,Avery,Avery 51,7,4,Central,20,Corporate,9/19/2015,Standard Class,Illinois,Labels
176,-250%,1,Office Supplies,Houston,United States,Shirley Jackson,80%,1,4/21/2018,US-2018-152366,77036.0,Acco,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",-243,4,Central,97,Consumer,4/25/2018,Second Class,Texas,Appliances
177,-3%,1,Furniture,Newark,United States,Joel Eaton,30%,1,11/21/2016,US-2016-101511,43055.0,Other,"Padded Folding Chairs, Black, 4/Carton",-11,7,East,397,Consumer,11/23/2016,Second Class,Ohio,Chairs
178,-24%,1,Office Supplies,Newark,United States,Joel Eaton,20%,1,11/21/2016,US-2016-101511,43055.0,Acme,Acme Rosewood Handle Letter Opener,-4,5,East,16,Consumer,11/23/2016,Second Class,Ohio,Supplies
179,43%,1,Office Supplies,New York City,United States,Jim Kriz,0%,1,12/15/2016,CA-2016-137225,10009.0,Sanford,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",1,1,East,3,Home Office,12/19/2016,Standard Class,New York,Art
180,8%,1,Office Supplies,Decatur,United States,David Kendrick,20%,1,12/5/2015,CA-2015-166191,62521.0,Tenex,"Tenex File Box, Personal Filing Tote with Lid, Black",2,2,Central,25,Corporate,12/9/2015,Second Class,Illinois,Storage
181,19%,1,Technology,Decatur,United States,David Kendrick,20%,1,12/5/2015,CA-2015-166191,62521.0,Imation,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,77,7,Central,409,Corporate,12/9/2015,Second Class,Illinois,Accessories
182,26%,1,Technology,Monroe,United States,Robert Marley,0%,1,11/19/2015,CA-2015-158274,71203.0,AT&T,AT&T TR1909W,131,4,South,504,Home Office,11/24/2015,Second Class,Louisiana,Phones
183,28%,1,Technology,Monroe,United States,Robert Marley,0%,1,11/19/2015,CA-2015-158274,71203.0,Nokia,Nokia Lumia 521 (T-Mobile),42,5,South,150,Home Office,11/24/2015,Second Class,Louisiana,Phones
184,25%,1,Technology,Monroe,United States,Robert Marley,0%,1,11/19/2015,CA-2015-158274,71203.0,HP,HP Standard 104 key PS/2 Keyboard,7,2,South,29,Home Office,11/24/2015,Second Class,Louisiana,Accessories
185,48%,1,Office Supplies,Fairfield,United States,Sally Knutson,0%,1,11/28/2017,CA-2017-105018,6824.0,Avery,Avery Poly Binder Pockets,3,2,East,7,Consumer,12/2/2017,Standard Class,Connecticut,Binders
186,13%,1,Technology,Los Angeles,United States,Frank Merwin,0%,1,8/26/2015,CA-2015-123260,90032.0,SanDisk,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,23,8,West,177,Home Office,8/30/2015,Standard Class,California,Accessories
187,10%,1,Office Supplies,Grand Prairie,United States,Alice McCarthy,20%,1,7/16/2017,CA-2017-157000,75051.0,Other,"Personal Filing Tote with Lid, Black/Gray",4,3,Central,37,Corporate,7/22/2017,Standard Class,Texas,Storage
188,31%,1,Office Supplies,Grand Prairie,United States,Alice McCarthy,20%,1,7/16/2017,CA-2017-157000,75051.0,Southworth,Southworth 25% Cotton Antique Laid Paper & Envelopes,6,3,Central,20,Corporate,7/22/2017,Standard Class,Texas,Paper
189,13%,1,Furniture,New York City,United States,Mark Packer,20%,1,10/12/2016,CA-2016-102281,10035.0,Atlantic,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",112,4,East,899,Home Office,10/14/2016,First Class,New York,Bookcases
190,28%,1,Technology,New York City,United States,Mark Packer,0%,1,10/12/2016,CA-2016-102281,10035.0,Other,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,20,6,East,72,Home Office,10/14/2016,First Class,New York,Phones
191,48%,1,Office Supplies,New York City,United States,Mark Packer,0%,1,10/12/2016,CA-2016-102281,10035.0,Xerox,Xerox 205,25,8,East,52,Home Office,10/14/2016,First Class,New York,Paper
192,8%,1,Furniture,New York City,United States,Mark Packer,20%,1,10/12/2016,CA-2016-102281,10035.0,Atlantic,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",47,3,East,626,Home Office,10/14/2016,First Class,New York,Bookcases
193,33%,1,Office Supplies,New York City,United States,Mark Packer,0%,1,10/12/2016,CA-2016-102281,10035.0,Other,4009 Highlighters by Sanford,7,5,East,20,Home Office,10/14/2016,First Class,New York,Art
194,47%,1,Office Supplies,Redlands,United States,Mary Zewe,0%,1,10/31/2016,CA-2016-131457,92374.0,Poly,Poly String Tie Envelopes,7,7,West,14,Corporate,11/6/2016,Standard Class,California,Envelopes
195,16%,1,Office Supplies,Hamilton,United States,Cassandra Brandow,20%,1,3/21/2015,CA-2015-140004,45011.0,Binney & Smith,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",1,2,East,7,Consumer,3/25/2015,Standard Class,Ohio,Art
196,26%,1,Office Supplies,Hamilton,United States,Cassandra Brandow,20%,1,3/21/2015,CA-2015-140004,45011.0,Binney & Smith,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",2,3,East,6,Consumer,3/25/2015,Standard Class,Ohio,Art
197,26%,1,Office Supplies,Westfield,United States,Valerie Mitchum,0%,1,11/6/2018,CA-2018-107720,7090.0,Decoflex,Decoflex Hanging Personal Folder File,12,3,East,46,Home Office,11/13/2018,Standard Class,New Jersey,Storage
198,-77%,1,Office Supplies,Philadelphia,United States,Fred Hopkins,70%,1,7/6/2018,US-2018-124303,19120.0,Pressboard,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",-2,2,East,3,Corporate,7/13/2018,Standard Class,Pennsylvania,Binders
199,36%,1,Office Supplies,Philadelphia,United States,Fred Hopkins,20%,1,7/6/2018,US-2018-124303,19120.0,Wirebound,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",6,3,East,16,Corporate,7/13/2018,Standard Class,Pennsylvania,Paper
200,31%,1,Office Supplies,Akron,United States,Maria Bertelson,20%,1,6/24/2018,CA-2018-105074,44312.0,Southworth,Southworth 25% Cotton Linen-Finish Paper & Envelopes,7,3,East,22,Consumer,6/29/2018,Standard Class,Ohio,Paper
201,-74%,1,Furniture,Denver,United States,Bruce Stewart,50%,1,8/3/2015,CA-2015-133690,80219.0,Other,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,-162,2,West,219,Consumer,8/5/2015,First Class,Colorado,Tables
202,11%,1,Office Supplies,Denver,United States,Bruce Stewart,20%,1,8/3/2015,CA-2015-133690,80219.0,Other,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",0,1,West,3,Consumer,8/5/2015,First Class,Colorado,Appliances
203,-270%,1,Office Supplies,Dallas,United States,Logan Currie,80%,1,12/17/2018,US-2018-116701,75220.0,Eureka,Eureka Sanitaire  Commercial Upright,-179,2,Central,66,Consumer,12/21/2018,Second Class,Texas,Appliances
204,28%,1,Furniture,Franklin,United States,Heather Kirkland,20%,1,6/3/2018,CA-2018-126382,37064.0,Eldon,"Eldon 200 Class Desk Accessories, Burgundy",10,7,South,35,Corporate,6/7/2018,Standard Class,Tennessee,Furnishings
205,10%,1,Technology,Whittier,United States,Laurel Elliston,20%,1,12/9/2018,CA-2018-108329,90604.0,Nortel,Nortel Business Series Terminal T7208 Digital phone,44,4,West,445,Consumer,12/14/2018,Standard Class,California,Phones
206,7%,1,Office Supplies,Saginaw,United States,Joseph Holt,0%,1,12/1/2018,CA-2018-135860,48601.0,Tennsco,"Tennsco Lockers, Gray",6,4,Central,84,Consumer,12/7/2018,Standard Class,Michigan,Storage
207,27%,1,Technology,Saginaw,United States,Joseph Holt,0%,1,12/1/2018,CA-2018-135860,48601.0,Panasonic,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,36,2,Central,132,Consumer,12/7/2018,Standard Class,Michigan,Phones
